HIP     Vmag    RA             DE       Plx     pmRA     pmDE   e_Plx   B-V
42695   7.82    130.527694  -52.756482  20.10   -50.81  37.78   1.18    0.661
42703   10.97   130.541875  25.041576   23.67   -112.99 1.02    2.85    1.094
42734   7.42    130.628320  34.188402   21.51   31.48   -290.07 0.95    0.583
42753   7.18    130.692642  31.862702   20.62   -33.60  -41.03  0.95    0.598
42806   4.66    130.821721  21.468596   20.58   -106.94 -39.25  0.87    0.010
42911   3.94    131.171292  18.154864   23.97   -17.10  -228.46 0.83    1.083
42919   8.91    131.198882  55.538717   23.42   74.99   12.63   1.18    0.800
42982   9.09    131.397246  84.693742   23.10   -79.53  -192.61 2.05    0.976
43109   3.38    131.694359  6.418907    24.13   -231.04 -40.17  1.29    0.685
43197   6.71    132.003485  -49.574684  23.00   -32.19  -65.71  0.59    0.424
43225   10.56   132.079202  0.556973    23.13   14.87   -89.36  36.48   0.726
43274   10.99   132.237133  28.981080   24.29   -92.77  -74.49  2.43    1.360
43296   11.24   132.299410  36.525610   23.12   -214.70 -410.15 2.88    1.588
43299   7.27    132.313893  -15.564678  24.09   17.79   -23.38  0.85    0.536
43358   7.15    132.482086  -36.616185  23.77   -110.65 26.97   0.66    0.503
43446   7.42    132.730305  85.051200   20.09   -113.30 -82.30  0.62    0.483
43477   8.62    132.838038  64.418525   24.55   59.51   -24.83  1.08    0.696
43516   10.34   132.945734  4.940793    20.05   177.80  -196.04 2.37    1.110
43552   10.49   133.046014  20.143785   20.56   192.74  -149.53 2.17    0.930
43660   10.69   133.416133  -51.714474  24.23   -11.25  -354.98 1.70    1.297
43670   8.46    133.458047  26.913256   24.66   10.51   -6.53   1.34    0.766
43751   8.32    133.673330  16.611278   23.07   -143.91 -28.95  3.48    0.900
43760   9.44    133.714216  -63.701660  21.59   -157.58 -114.49 1.02    0.824
43766   6.73    133.733116  26.199386   21.70   61.02   -450.53 1.32    0.665
43813   3.11    133.848687  5.945528    21.64   -99.76  14.65   0.99    0.978
43841   8.94    133.948019  61.167419   23.49   38.34   -113.80 1.24    0.908
43861   8.16    134.029407  36.436382   21.68   -117.24 -226.11 1.78    0.711
43886   7.48    134.101910  83.887660   23.87   -142.79 -114.09 0.59    0.556
43904   7.32    134.164300  33.257838   20.55   -0.76   -32.36  1.07    0.511
43908   5.43    134.174514  -85.663234  20.73   -116.27 33.74   0.47    0.306
43970   5.22    134.312137  15.322717   20.39   61.23   18.46   0.85    0.149
43988   8.67    134.368843  4.431816    20.26   -49.35  -120.34 1.29    0.756
44001   5.68    134.396513  15.581235   20.30   60.93   19.01   0.82    0.209
44014   7.10    134.444406  38.259090   22.02   -124.41 -68.07  0.96    0.476
44059   9.06    134.593666  -14.373481  20.73   10.99   -246.41 1.31    0.843
44101   9.35    134.737329  -34.006493  21.35   -70.87  -26.56  1.38    0.896
44137   7.84    134.843014  7.415314    20.98   96.74   -136.25 1.22    0.756
44212   7.80    135.090060  -9.123125   22.99   82.88   -166.36 1.11    0.537
44260   9.71    135.202217  4.794238    22.10   194.45  -112.61 3.16    0.882
44291   8.63    135.301948  -25.526405  24.23   41.02   -270.43 1.18    0.833
44324   7.93    135.404649  49.737132   23.23   -85.31  -127.18 1.01    0.651
44510   10.66   136.038100  -52.841100  23.22   74.91   363.93  1.27    1.048
44518   9.26    136.057774  3.034089    20.50   48.12   -87.70  1.99    0.935
44560   11.01   136.192387  -20.004413  21.70   -207.09 -96.01  2.42    1.214
44584   8.00    136.248092  -3.987528   20.84   -79.02  1.54    3.52    0.488
44586   7.36    136.250224  22.832089   22.27   -124.31 130.96  1.88    0.613
44610   8.46    136.338840  74.696756   21.56   140.13  -6.62   0.92    0.727
44638   7.96    136.442057  55.528986   20.85   -214.74 2.45    0.97    0.624
44676   8.51    136.576489  -59.067486  20.02   -163.60 79.81   0.92    0.690
44728   6.61    136.712663  38.278476   24.57   238.41  -16.12  0.89    0.446
44745   8.67    136.776322  -61.764305  23.67   -33.39  55.87   1.16    0.813
44777   8.15    136.888414  0.063174    20.65   -94.26  26.84   1.09    0.626
44858   8.25    137.099602  27.535266   20.84   -52.32  70.25   1.35    0.580
44864   8.28    137.113293  27.542951   22.77   -52.19  73.24   1.38    0.580
44874   6.77    137.153438  -25.839439  22.40   -332.10 14.67   0.73    0.573
44890   8.15    137.195819  -5.116266   23.24   -53.31  71.68   1.11    0.655
44896   7.15    137.208322  -10.757242  24.09   -354.38 -107.62 1.12    0.610
44926   10.80   137.271353  32.469303   22.04   -125.76 56.67   2.09    1.585
44968   10.40   137.410666  -42.110813  23.76   -130.82 226.13  3.23    1.101
45096   9.55    137.792129  -55.031687  24.80   -48.85  69.04   0.99    1.035
45406   8.05    138.789510  23.375927   20.56   -126.51 -155.34 0.98    0.693
45488   8.36    139.031943  14.126492   20.82   27.19   -252.36 1.25    0.658
45533   10.22   139.201963  -49.301631  22.20   -214.66 113.17  1.35    1.122
45567   12.56   139.312015  -53.080939  20.46   9.24    8.07    26.68   
45705   7.95    139.768471  -41.468224  21.52   -21.29  -35.00  0.82    0.626
45854   6.30    140.231065  -15.617567  20.69   70.22   -106.79 0.78    0.468
45858   6.12    140.247519  38.188310   20.91   -43.49  -20.01  1.49    0.380
45863   9.00    140.279534  60.403370   22.86   -205.51 -153.59 1.39    0.847
45879   6.67    140.327250  13.111647   22.11   -36.93  -80.11  0.89    0.507
45996   8.81    140.707855  -40.764949  21.11   70.61   -62.49  0.96    0.675
46007   8.29    140.748857  -27.172467  21.38   -81.80  98.30   0.99    0.724
46023   7.69    140.793114  32.921057   22.09   157.77  -21.79  1.03    0.594
46034   9.94    140.835035  -5.139448   22.30   -250.80 -0.26   1.83    0.858
46191   9.64    141.271088  -12.965445  24.63   555.69  -569.31 1.53    0.957
46236   6.98    141.401456  -53.251631  22.55   -30.95  -79.54  1.04    0.507
46360   9.45    141.789122  -16.661857  20.89   -182.18 -50.68  1.49    0.973
46367   6.90    141.820050  6.233175    20.41   -177.55 -144.66 1.98    0.519
46388   7.20    141.882488  -58.094538  20.48   -144.80 -5.92   0.59    0.605
46523   7.01    142.328170  -44.538972  24.31   -102.57 10.34   0.76    0.540
46566   6.50    142.449454  55.745336   22.55   -132.20 -42.17  0.73    0.394
46598   11.52   142.536431  -0.966770   22.02   -258.19 184.57  3.20    1.334
46624   11.70   142.611539  -46.162288  21.37   -343.76 202.11  2.38    1.100
46637   8.66    142.649805  10.601765   21.11   -203.73 -11.88  5.71    0.905
46662   10.06   142.708363  18.253067   23.05   183.91  -287.31 1.59    1.080
46690   7.27    142.776026  3.079777    21.04   -94.83  8.35    0.95    0.511
46710   10.05   142.830110  -25.933810  24.26   115.58  -187.48 6.58    
46777   8.43    142.997205  -28.226166  22.72   -37.62  -179.24 0.95    0.707
46831   11.41   143.140176  -43.403112  20.61   -65.88  16.88   3.16    1.672
46903   8.40    143.369816  46.228675   21.31   -20.77  4.66    1.15    0.670
47002   9.08    143.692253  -24.192277  22.45   170.23  -102.62 1.09    0.790
47013   5.77    143.722453  72.205864   20.06   72.02   -76.06  0.57    0.530
47033   8.85    143.785407  43.673269   21.43   32.77   12.22   1.39    0.710
47112   7.52    144.018822  23.191551   20.15   44.15   -88.30  0.98    0.975
47156   8.82    144.135582  -22.429727  20.74   -23.38  29.58   1.01    0.685
47176   9.17    144.208819  27.973124   24.23   -172.10 -95.90  1.35    0.816
47202   8.23    144.299209  -43.271912  22.97   22.35   -120.76 0.90    0.811
47251   8.91    144.469768  -37.833002  22.43   -39.61  73.64   1.11    0.747
47255   7.74    144.482296  -36.926142  23.37   -103.94 70.57   0.85    0.664
47328   6.69    144.669770  -39.613978  24.66   -42.05  -66.11  0.88    0.491
47387   10.01   144.812124  66.849841   21.45   -208.69 -147.91 3.29    1.070
47403   7.12    144.867067  35.243091   20.63   -68.06  2.38    0.86    0.544
47436   6.90    144.991053  35.335950   20.67   -67.95  2.97    0.82    0.504
47468   6.96    145.146798  13.054061   23.76   23.53   -114.15 0.96    0.477
47486   9.03    145.202551  -40.554754  22.27   -16.78  -71.82  1.19    0.779
47508   3.52    145.287991  9.892399    24.12   -143.67 -37.45  0.97    0.516
47527   6.91    145.341159  38.950524   20.88   74.37   -130.84 1.24    0.730
47587   8.92    145.541826  7.590137    23.01   -185.23 4.71    1.24    0.877
47605   7.16    145.604631  48.776551   21.64   -95.40  -195.77 0.82    0.828
47625   7.16    145.670810  -55.832165  23.22   -152.29 64.29   1.32    0.621
47681   8.41    145.834756  -29.804093  22.22   -95.24  34.20   0.98    0.645
47701   5.64    145.888631  29.974725   20.48   -16.87  -103.45 0.83    0.111
47727   7.85    145.939386  55.952587   20.17   15.55   -27.35  1.05    0.620
47775   10.36   146.104496  44.486058   20.90   100.72  -187.73 2.38    1.057
47808   11.43   146.189806  -36.543616  24.87   -267.32 -124.29 2.46    1.364
47836   8.04    146.257784  -49.487392  20.99   -20.91  102.40  6.26    0.517
47947   7.93    146.555268  -40.635911  20.46   91.01   114.97  0.91    0.558
48025   7.72    146.845266  2.315165    21.09   72.40   8.51    0.96    0.598
48095   6.80    147.089703  -75.778087  21.15   -152.08 91.07   0.56    0.483
48141   8.86    147.209060  -37.309616  24.84   -110.64 -14.80  1.11    0.735
48165   9.82    147.263831  7.819291    24.07   -247.29 -81.13  1.48    0.925
48215   7.58    147.452913  11.106562   23.35   -315.64 -61.60  0.97    0.610
48273   6.24    147.625704  4.343774    21.78   -150.10 -50.91  0.93    0.479
48346   10.04   147.829166  37.604429   20.30   -30.92  -5.42   1.87    1.100
48351   6.42    147.840377  -6.182059   22.45   -126.85 53.73   0.88    0.577
48365   9.46    147.902664  -2.878389   20.36   -188.42 -160.54 1.41    0.841
48376   7.34    147.922251  -54.659337  21.94   -13.02  -120.00 0.59    0.546
48390   5.29    147.970936  24.395794   24.90   20.98   -174.56 0.82    0.229
48391   7.80    147.980877  49.622171   20.54   51.02   -79.15  1.04    0.569
48455   3.88    148.191490  26.007085   24.52   -216.29 -54.92  0.87    1.222
48524   7.71    148.451714  14.738877   22.13   0.95    47.10   0.97    0.583
48592   6.87    148.644177  -12.950946  20.43   50.55   -235.60 0.90    0.551
48701   8.12    148.986970  38.081705   22.26   -170.69 -0.49   2.45    0.612
48739   7.93    149.124822  -24.099503  23.54   -176.37 46.72   0.85    0.647
48768   6.70    149.202963  4.242196    22.17   -181.50 -49.80  0.86    0.476
48785   7.60    149.259797  19.762411   23.54   -233.47 -6.13   1.13    0.560
48786   8.40    149.260536  19.753955   23.69   -232.74 -7.83   1.37    0.699
48787   11.87   149.264563  34.760134   21.44   -248.29 -6.04   3.69    
48961   7.78    149.817011  27.523214   24.37   -330.37 -78.05  0.92    0.582
49024   7.38    150.025315  -36.043379  22.28   -218.78 59.67   0.72    0.580
49067   9.86    150.199760  -9.516741   23.76   -373.95 25.35   1.61    1.071
49104   8.85    150.326990  5.849942    20.03   5.84    39.30   1.21    0.812
49161   8.82    150.494688  -10.405214  23.23   -228.83 -71.04  1.41    0.840
49248   10.38   150.801135  -48.643385  22.71   114.64  -1.71   1.28    1.176
49308   6.75    150.973199  38.020739   21.57   -100.90 -124.42 0.80    0.533
49363   5.71    151.151438  53.891726   21.15   -22.58  -3.84   0.72    0.507
49387   8.72    151.237793  67.422922   24.69   -13.03  -79.11  1.22    0.847
49577   10.17   151.807582  -14.304708  23.69   -121.29 51.44   1.71    1.331
49586   8.15    151.840528  38.293387   20.83   -167.42 -75.48  1.03    0.664
49599   8.60    151.867957  -37.503937  20.51   -135.46 18.00   1.26    0.760
49644   8.83    151.993505  -58.479645  22.85   -213.45 106.48  0.89    0.705
49680   7.49    152.123941  33.515002   23.02   157.12  -164.15 0.94    0.708
49767   7.45    152.382954  -32.846753  24.34   -202.07 36.24   0.88    0.558
49793   8.07    152.457566  -36.755052  21.97   -322.98 371.21  0.90    0.590
49846   8.42    152.666088  16.037693   22.46   -223.79 -103.85 1.30    0.760
49903   10.86   152.835148  -37.276099  23.03   -254.11 6.02    2.25    1.233
50013   6.45    153.158738  -19.152808  23.75   -219.02 -95.75  0.73    0.494
50032   9.08    153.220044  -28.513323  23.19   -50.47  -24.35  1.09    0.880
50036   8.18    153.233773  -47.475683  24.40   -226.65 145.77  1.24    0.798
50045   11.05   153.257743  -39.101546  20.22   -326.02 -256.32 2.66    0.848
50054   9.90    153.289781  9.596931    22.47   -70.39  -559.47 1.51    0.892
50070   5.27    153.345340  -51.232938  20.06   -39.70  -13.61  0.56    0.257
50100   7.21    153.435381  -7.384095   20.70   -190.69 19.27   0.83    0.496
50194   11.64   153.702100  38.963222   20.01   -5.79   -342.06 3.94    1.127
50197   8.84    153.710761  -62.586865  20.07   -238.85 130.84  0.85    0.683
50216   12.10   153.773958  44.429220   23.27   248.82  -48.23  3.80    
50274   8.97    153.977874  -77.867383  22.42   -71.27  -70.69  0.82    0.780
50327   8.72    154.163050  41.305501   20.03   23.27   -21.44  1.19    0.652
50372   3.45    154.274696  42.914469   24.27   -170.11 -42.64  0.79    0.029
50489   7.62    154.645658  -35.765066  21.12   -23.26  -109.20 0.78    0.632
50506   8.80    154.733129  32.389251   20.20   -77.86  12.47   1.24    0.787
50515   7.82    154.750869  -11.184761  21.45   0.77    -130.52 0.97    0.569
50534   8.03    154.817996  -11.378351  24.63   -61.76  -65.89  0.99    0.717
50546   6.00    154.862006  48.397031   23.08   -105.97 -110.66 0.72    1.022
50660   9.23    155.191795  32.398561   21.06   -153.60 -57.70  1.39    0.847
50694   10.26   155.284033  -52.505852  23.73   -90.88  211.00  1.62    1.153
50742   7.59    155.425207  48.041976   21.13   -219.41 6.73    0.89    0.615
50754   9.79    155.456280  -44.510733  21.55   219.28  -157.21 1.46    0.996
50805   7.50    155.591089  -29.556034  23.42   -26.77  55.41   0.93    0.545
50807   9.44    155.597890  -28.847696  24.11   -5.31   31.57   1.23    0.955
50853   9.88    155.762745  7.920669    23.74   -84.37  29.13   1.70    0.954
50888   5.34    155.872557  -38.009709  24.70   -158.83 -53.55  0.70    0.251
50908   10.99   155.938297  -54.225477  21.06   44.93   38.28   1.49    1.892
51178   8.39    156.794873  19.813834   20.87   -205.93 -181.50 0.99    0.632
51208   10.69   156.895950  12.980255   21.20   -289.36 -87.55  1.76    1.200
51233   4.20    156.971219  36.707478   22.34   -127.52 -109.62 0.87    0.908
51312   7.83    157.214459  34.885824   22.00   -111.37 -60.26  1.00    0.652
51384   5.52    157.425868  84.252105   24.52   -128.39 -39.60  0.96    0.244
51510   9.78    157.785781  -53.257391  20.13   165.41  -99.30  1.16    0.954
51551   6.04    157.953051  -28.237092  23.59   -81.10  -4.58   0.68    0.501
51625   8.44    158.202992  -50.135914  20.41   5.48    27.23   0.95    0.630
51885   6.29    159.018777  -26.675286  22.72   2.12    -79.49  1.11    0.475
51914   6.29    159.089145  36.327009   21.60   36.92   -33.84  0.75    0.436
51942   8.71    159.171675  21.603512   22.18   -243.80 -104.30 1.30    0.790
52008   10.55   159.378644  28.305636   24.70   -39.59  -9.69   1.71    1.278
52063   10.73   159.578657  76.172529   23.63   -444.40 -276.51 1.53    1.235
52089   9.41    159.658528  -13.759322  22.44   18.51   -250.48 1.30    0.802
52091   11.73   159.659085  -31.755384  22.18   -205.64 90.11   2.62    1.346
52139   5.84    159.782481  37.910111   20.44   -220.38 -45.73  0.76    0.595
52140   8.62    159.782909  32.833357   20.41   -111.29 -58.73  1.02    0.711
52234   9.68    160.069611  30.815468   23.64   -431.69 -77.28  1.37    0.936
52278   8.38    160.237236  59.342814   24.11   -22.07  -125.87 1.00    0.679
52351   9.73    160.476890  -78.184252  21.63   -140.35 101.74  1.88    0.963
52422   5.51    160.758111  26.325697   22.00   -99.56  -49.34  0.80    0.160
52472   7.03    160.901084  -39.058447  22.72   6.46    8.34    0.80    0.641
52544   11.00   161.142835  72.542608   24.02   -352.48 109.70  1.72    1.365
52552   10.77   161.167470  -58.174972  22.14   -144.73 247.27  1.84    1.079
52649   7.97    161.491539  -16.736174  20.02   -296.91 -13.03  1.00    0.637
52667   8.05    161.538335  25.761043   21.19   53.17   -8.13   0.97    0.670
52676   7.49    161.563139  -41.464237  23.52   -48.79  -54.29  0.87    0.595
52682   11.95   161.580352  -7.020861   21.29   -236.21 -19.97  3.45    1.389
52780   7.92    161.868979  -13.979050  21.89   99.81   -32.98  0.97    0.620
52828   7.88    162.023630  -26.398377  22.19   -163.79 -11.52  0.95    0.536
52943   3.11    162.405967  -16.194132  23.54   92.77   199.02  0.81    1.232
52954   10.49   162.455836  -17.983360  23.59   -112.35 -160.00 1.86    1.184
52962   9.25    162.482836  61.716952   21.20   -181.46 -95.47  1.19    0.844
52997   10.80   162.617904  -20.880925  23.15   -0.37   108.03  1.83    1.148
53042   9.72    162.794787  56.068073   21.39   5.30    -125.33 1.89    0.923
53049   7.85    162.807707  9.224963    20.20   -28.13  -209.17 1.10    0.488
